NC_002946.2.1	dnaA
49677_G01_01817	group_698
49677_G01_01818	pilE1_2
49677_G01_01862	group_1588
49677_G01_01866	group_1589
49677_G01_01867	group_1590
49677_G01_02067	group_1591
49677_G01_02131	group_1592
49677_G01_02132	group_1593
49677_G01_02133	group_1594
49677_G01_02134	group_1595
49699_A01_00060	group_699
49699_A01_00380	group_1596
49699_A01_00728	group_1597
49699_A01_00943	group_700
49699_A01_01566	group_1598
49699_A01_01853	group_1599
49699_A01_01856	group_1600
49699_A01_02069	group_1601
49699_A01_02127	group_1602
49699_B01_00050	group_1603
49699_B01_00062	group_701
49699_B01_00065	group_1604
49699_B01_00244	group_702
49699_B01_00452	group_1605
49699_B01_00453	group_1606
49699_B01_00474	group_1607
49699_B01_00496	group_1608
49699_B01_00514	group_1609
49699_B01_00641	group_1610
49699_B01_00830	group_1611
49699_B01_00831	group_1612
49699_B01_00832	group_1613
49699_B01_01151	group_1614
49699_B01_01154	group_1615
49699_B01_01310	group_1616
49699_B01_01311	group_1617
49699_B01_01494	group_1618
49699_B01_01509	group_1619
49699_B01_01544	group_1620
49699_B01_01545	group_1621
49699_B01_01561	group_703
49699_B01_01700	group_1622
49699_B01_01717	group_1623
49699_B01_01816	group_1624
49699_B01_01904	group_1625
49699_B01_01932	group_1626
49699_B01_01961	group_1627
49699_B01_02149	group_1628
49699_B01_02168	group_1629
49699_B01_02169	group_1630
49699_B01_02170	group_1631
49699_B01_02172	group_1632
49699_B01_02173	group_1633
49699_B01_02174	group_1634
49699_B01_02233	group_1635
49699_C01_00005	group_1636
49699_C01_00006	trkA_1
49699_C01_00007	group_1637
49699_C01_00009	fumA_1
49699_C01_00102	group_1639
49699_C01_00118	group_1640
49699_C01_00130	group_1641
49699_C01_00131	group_1642
49699_C01_00169	group_1643
49699_C01_00248	group_91
49699_C01_00264	group_1644
49699_C01_00299	group_150
49699_C01_00377	group_1645
49699_C01_00495	group_1646
49699_C01_00496	group_1647
49699_C01_00526	group_1648
49699_C01_00589	group_1649
49699_C01_00590	mafA1_5
49699_C01_00616	group_1651
49699_C01_00700	group_293
49699_C01_01002	group_1653
49699_C01_01791	group_1654
49699_C01_01792	group_1655
49699_C01_01946	group_1656
49699_C01_02001	group_1657
49699_C01_02002	opaD
49699_C01_02133	group_1658
49699_C01_02135	group_1659
49699_C01_02328	group_1660
49699_F01_00008	group_1661
49699_F01_00009	group_1662
49699_F01_00012	tehB_1
49699_F01_00026	group_1664
49699_F01_00030	group_1665
49699_F01_00031	group_1666
49699_F01_00032	group_1667
49699_F01_00034	group_1668
49699_F01_00035	group_1669
49699_F01_00039	group_1670
49699_F01_00040	group_1671
49699_F01_00046	group_1672
49699_F01_00047	group_1673
49699_F01_00048	group_1674
49699_F01_00058	mtrE_1
49699_F01_00059	mtrE_2
49699_F01_00060	mtrE_3
49699_F01_00071	group_1678
49699_F01_00072	gdhA_3
49699_F01_00076	mtrE_4
49699_F01_00078	mexB_3
49699_F01_00082	group_1682
49699_F01_00083	group_707
49699_F01_00084	mlaF_1
49699_F01_00085	mlaE_1
49699_F01_00086	group_1684
49699_F01_00087	mlaD_1
49699_F01_00088	mlaC_1
49699_F01_00090	group_1687
49699_F01_00091	mlaA_1
49699_F01_00094	group_1689
49699_F01_00095	mlaE_2
49699_F01_00096	mlaF_2
49699_F01_00101	aldA_1
49699_F01_00102	group_1693
49699_F01_00103	group_1694
49699_F01_00106	dnaQ_1
49699_F01_00107	dnaQ_2
49699_F01_00109	ispF_1
49699_F01_00110	rpiA_1
49699_F01_00111	rpiA_2
49699_F01_00114	group_1700
49699_F01_00115	glnP_1
49699_F01_00118	group_1702
49699_F01_00119	group_1703
49699_F01_00121	pncB2_1
49699_F01_00122	argS_2
49699_F01_00124	argS_4
49699_F01_00125	mutL_1
49699_F01_00126	mutL_2
49699_F01_00127	mutL_3
49699_F01_00128	mutL_4
49699_F01_00129	mutL_5
49699_F01_00131	dnaX_2
49699_F01_00135	recA_1
49699_F01_00136	recA_2
49699_F01_00138	group_1713
49699_F01_00139	group_1714
49699_F01_00142	group_1715
49699_F01_00143	mutL_6
49699_F01_00145	mutL_8
49699_F01_00148	group_711
49699_F01_00151	group_1718
49699_F01_00153	metZ_3
49699_F01_00161	group_1719
49699_F01_02466	group_1720
49699_F01_02467	argG_2
49699_F01_02468	group_1722
49699_F01_02469	argG_3
49699_F01_02470	group_1724
49699_F01_02474	sstT_2
49699_F01_02475	sstT_3
49699_F01_02479	group_1726
49699_F01_02482	group_1727
49699_F01_02483	group_714
49699_F01_02485	group_294
49699_F01_02487	group_1728
49699_F01_02488	group_715
49699_F01_02489	group_1729
49699_F01_02490	group_716
49699_F01_02494	group_1730
49699_F01_02496	group_1731
49699_F01_02503	group_1732
49699_F01_02504	group_1733
49699_F01_02506	nosZ_4
49699_F01_02507	nosZ_5
49699_F01_02508	group_1736
49699_F01_02509	group_1737
49699_F01_02510	group_1738
49699_F01_02512	lytE
49699_F01_02513	hslO_5
49699_F01_02514	hslO_4
49699_F01_02515	group_1740
49699_F01_02516	mgtE
49699_F01_02517	group_1742
49699_F01_02524	spr_2
49699_F01_02526	mraW_2
49699_F01_02527	mraZ_2
49699_F01_02528	mraZ_3
49699_F01_02529	group_1747
49699_F01_02530	group_1748
49699_F01_02531	group_1749
49699_F01_02534	uppP_2
49699_F01_02538	comM_2
49699_F01_02540	group_1750
49699_F01_02541	group_1751
49699_F01_02547	mraW_3
49699_F01_02548	group_1753
49699_F01_02549	penA_2
49699_F01_02551	group_1755
49699_F01_02553	group_1756
49699_F01_02556	group_1757
49699_F01_02561	group_1758
49699_F01_02566	dnaC_5
49699_F01_02571	group_1760
49699_F01_02574	group_1761
WHO_F.54	group_1762
WHO_F.68	group_1763
WHO_F.71	group_1764
WHO_F.72	group_720
WHO_F.173	group_1765
WHO_F.177	group_1766
WHO_F.483	group_1767
WHO_F.484	group_1768
WHO_F.485	group_1858
WHO_F.486	group_1769
WHO_F.487	group_1770
WHO_F.510	group_1771
WHO_F.511	group_1772
WHO_F.514	group_1773
WHO_F.517	group_721
WHO_F.625	group_1774
WHO_F.745	group_1775
WHO_F.894	group_722
WHO_F.1015	group_1776
WHO_F.1017	group_1777
WHO_F.1020	group_1778
WHO_F.1083	group_1779
WHO_F.1087	group_1780
WHO_F.1141	vapD_1
WHO_F.1205	group_1782
WHO_F.1238	group_1783
WHO_F.1258	group_1784
WHO_F.1281	group_723
WHO_F.1283	group_1785
WHO_F.1463	group_1786
WHO_F.1464	group_1787
WHO_F.1485	group_1788
WHO_F.1584	group_1789
WHO_F.1587	group_1790
WHO_F.1612	group_1791
WHO_F.1655	group_1792
WHO_F.1674	group_1793
WHO_F.1750	group_1794
WHO_F.1765	group_1795
WHO_F.1814	group_1796
WHO_F.1853	group_1797
WHO_F.2047	group_1798
WHO_F.2106	group_1799
WHO_F.2168	group_1800
WHO_F.2368	group_1801
WHO_F.2369	group_1802
WHO_F.2370	group_1803
WHO_F.2371	pilS3
WHO_F.2372	group_1805
WHO_F.2381	efeB_1
WHO_F.2392	group_1807
WHO_F.2393	group_1808
WHO_F.2394	group_1809
WHO_F.2397	group_1810
WHO_F.2401	group_1811
WHO_F.2403	group_1812
WHO_F.2407	group_1813
WHO_F.2408	group_1814
WHO_F.2409	group_1815
WHO_F.2410	group_1816
WHO_F.2412	group_1817
WHO_F.2413	group_1818
WHO_F.2414	pilE_14
WHO_G.10	group_1820
WHO_G.69	group_1821
WHO_G.100	group_1822
WHO_G.381	group_1823
WHO_G.550	group_1824
WHO_G.551	group_1825
WHO_G.552	group_1826
WHO_G.554	group_1827
WHO_G.557	group_1828
WHO_G.574	group_1829
WHO_G.618	group_1830
WHO_G.665	group_1831
WHO_G.702	group_1832
WHO_G.825	group_1833
WHO_G.952	group_1834
WHO_G.1293	group_1835
WHO_G.1475	group_1836
WHO_G.1535	group_1837
WHO_G.1550	group_1838
WHO_G.1551	group_1839
WHO_G.1640	group_1840
WHO_G.1753	group_1841
WHO_G.1784	group_724
WHO_G.1899	group_1842
WHO_G.1901	group_1843
WHO_G.1902	group_1844
WHO_G.1925	pilE_12
WHO_G.1927	pilE_13
WHO_G.1928	group_1846
WHO_G.1929	group_1847
WHO_G.2007	group_1848
WHO_G.2071	group_1849
WHO_G.2081	group_726
WHO_G.2195	group_1850
WHO_G_pConjugative_00009	tetM
WHO_G_pConjugative_00010	group_1852
WHO_G_pConjugative_00011	group_1853
WHO_G_pConjugative_00012	group_1854
WHO_K.43	group_1856
WHO_K.69	group_1857
WHO_K.571	group_1859
WHO_K.691	group_1860
WHO_K.987	group_1861
WHO_K.1070	group_1862
WHO_K.1167	group_1863
WHO_K.1213	group_1864
WHO_K.1214	piiC_11
WHO_K.1246	group_1865
WHO_K.1255	group_727
WHO_K.1285	group_1866
WHO_K.1308	group_1867
WHO_K.1371	group_1868
WHO_K.1372	fabF-2
WHO_K.1476	group_1870
WHO_K.1531	group_1871
WHO_K.1533	tbpB
WHO_K.1551	group_1873
WHO_K.1640	mafB13
WHO_K.1757	group_1875
WHO_K.1841	group_1876
WHO_K.1901	group_1877
WHO_K.1902	group_728
WHO_K.1904	group_1878
WHO_K.1905	group_1879
WHO_K.1906	group_1880
WHO_K.1927	group_1881
WHO_K.1931	group_1882
WHO_K.1932	pilE1_5
WHO_K.2195	group_1883
WHO_K.2358	group_1884
WHO_L.54	group_1885
WHO_L.68	group_1886
WHO_L.71	group_1887
WHO_L.143	group_1888
WHO_L.427	group_1889
WHO_L.461	mafB15_1
WHO_L.463	group_1891
WHO_L.469	mafB15_2
WHO_L.591	group_1893
WHO_L.593	group_1894
WHO_L.733	group_1895
WHO_L.735	group_1896
WHO_L.1237	group_1898
WHO_L.1238	group_1899
WHO_L.1365	group_1900
WHO_L.1370	group_1901
WHO_L.1376	group_1902
WHO_L.1419	group_1903
WHO_L.1430	group_1904
WHO_L.1442	group_1905
WHO_L.1443	group_1906
WHO_L.1517	group_1907
WHO_L.1580	group_1908
WHO_L.1596	group_1909
WHO_L.1597	group_1910
WHO_L.1599	group_1911
WHO_L.1622	group_1912
WHO_L.1705	group_1913
WHO_L.1712	group_1914
WHO_L.1724	group_1915
WHO_L.1772	group_1916
WHO_L.1815	group_1917
WHO_L.2142	group_1918
WHO_L.2180	group_1919
WHO_L.2183	group_1920
WHO_L.2273	group_1921
WHO_L.2275	group_1922
WHO_L.2276	group_1923
WHO_L.2278	group_1924
WHO_L.2280	group_1925
WHO_L_pConjugative_00010	pezT
WHO_M.68	group_1929
WHO_M.71	group_1930
WHO_M.310	group_1931
WHO_M.549	group_1932
WHO_M.550	group_1933
WHO_M.551	group_1934
WHO_M.573	group_1935
WHO_M.617	group_1936
WHO_M.757	group_1937
WHO_M.1288	group_1938
WHO_M.1521	group_1939
WHO_M.1522	group_1940
WHO_M.1524	group_1941
WHO_M.1536	group_2030
WHO_M.1551	group_1942
WHO_M.1552	group_1943
WHO_M.1907	pilE1_4
WHO_M.1910	group_1945
WHO_M.1911	pilE1_6
WHO_M.1913	group_1947
WHO_M.1936	group_1948
WHO_M.1937	group_1949
WHO_M.1939	group_1950
WHO_M.1940	pilE1_10
WHO_M.2037	group_1952
WHO_M.2080	group_1953
WHO_M.2142	piiC_12
WHO_M.2204	group_729
WHO_M.2363	group_730
WHO_M_pBlaTEM_00001	repE
WHO_M_pBlaTEM_00002	group_1955
WHO_M_pBlaTEM_00003	bla
WHO_M_pBlaTEM_00004	tnpR
WHO_M_pBlaTEM_00005	group_1957
WHO_M_pBlaTEM_00006	group_1958
WHO_M_pBlaTEM_00007	group_732
WHO_N.35	group_1959
WHO_N.72	group_1960
WHO_N.560	group_1961
WHO_N.577	group_1962
WHO_N.649	group_1963
WHO_N.1263	group_1964
WHO_N.1294	pilE_5
WHO_N.1476	group_1965
WHO_N.1534	group_1966
WHO_N.1548	group_1967
WHO_N.1550	group_1968
WHO_N.1599	group_1969
WHO_N.1685	group_1970
WHO_N.1902	group_1971
WHO_N.1903	group_1972
WHO_N.1906	group_1973
WHO_N.2011	group_1974
WHO_N.2076	group_1975
WHO_N.2245	group_1976
WHO_N_pBlaTEM_00008	repE_2
WHO_O.53	group_1978
WHO_O.69	group_1979
WHO_O.72	group_1980
WHO_O.142	group_1981
WHO_O.515	group_1982
WHO_O.519	group_1983
WHO_O.548	group_1984
WHO_O.595	group_1985
WHO_O.676	group_1986
WHO_O.925	group_1987
WHO_O.1183	rusA_2
WHO_O.1338	group_1989
WHO_O.1548	group_1990
WHO_O.1586	group_1991
WHO_O.1603	group_1992
WHO_O.1652	group_1993
WHO_O.2237	group_1994
WHO_O.2238	pilS6
WHO_O.2240	group_1995
WHO_O.2241	group_1996
WHO_O.2242	group_1997
WHO_O.2243	group_1998
WHO_O.2264	group_1999
WHO_O.2266	group_2000
WHO_O.2268	group_2001
WHO_O.2270	pilE1_8
WHO_P.66	group_2004
WHO_P.665	group_2006
WHO_P.666	group_2007
WHO_P.668	group_2008
WHO_P.1010	group_2009
WHO_P.1072	group_2010
WHO_P.1291	group_2011
WHO_P.1391	group_2012
WHO_P.1392	group_2013
WHO_P.1501	group_2014
WHO_P.1556	group_2015
WHO_P.1557	group_2016
WHO_P.1911	pilS1
WHO_P.1916	group_2018
WHO_P.2079	group_2019
WHO_U.56	group_735
WHO_U.71	group_2020
WHO_U.74	piiC_9
WHO_U.141	group_2022
WHO_U.142	group_2023
WHO_U.337	group_2024
WHO_U.338	group_2025
WHO_U.339	group_2026
WHO_U.433	group_2027
WHO_U.1171	group_2028
WHO_U.1282	group_2029
WHO_U.1622	group_2031
WHO_U.1696	group_2032
WHO_U.1732	group_2033
WHO_U.1734	group_2034
WHO_U.1735	group_2035
WHO_U.1736	group_2036
WHO_U.1737	group_2037
WHO_U.1738	group_2038
WHO_U.1739	group_2039
WHO_U.1831	group_2040
WHO_U.1832	group_2041
WHO_U.1833	group_2042
WHO_U.1834	group_2043
WHO_U.1980	group_2044
WHO_U.1984	group_2045
WHO_U.2005	group_2046
WHO_U.2006	group_2047
WHO_U.2009	group_2048
WHO_U.2077	group_2049
WHO_U.2417	group_2050
WHO_V.71	group_2051
WHO_V.88	group_2052
WHO_V.567	group_736
WHO_V.655	group_2053
WHO_V.1320	group_2054
WHO_V.1352	group_2055
WHO_V.1482	group_2056
WHO_V.1565	group_2057
WHO_V.1602	group_2058
WHO_V.1619	group_2059
WHO_V.1620	group_298
WHO_V.1976	group_2060
WHO_V.2141	group_2061
WHO_V.2142	group_2062
WHO_V.2265	group_2063
WHO_W.946	group_2064
WHO_W.1346	group_2065
WHO_W.1347	piiC_6
WHO_W.1555	group_2066
WHO_W.1612	group_2067
WHO_W.1661	group_2068
WHO_W.1846	group_2069
WHO_W.1966	group_2070
WHO_X.1288	group_2071
WHO_X.1899	group_2072
WHO_X.1904	group_2073
WHO_X.1928	group_2074
WHO_X.2194	group_2075
WHO_X.2354	group_2076
WHO_X.2358	group_2077
WHO_Y.2073	group_2078
WHO_Z.614	group_2079
WHO_Z.1353	group_2080
WHO_Z.1354	group_2081
WHO_Z.1618	group_738
WHO_Z.1972	group_2082
WHO_Z.1993	group_2083
WHO_Z.1994	group_2084
WHO_Z.1995	group_2085
WHO_Z.1996	group_2086
WHO_Z.1997	group_2087
WHO_Z.1998	group_2088
WHO_Z.1999	group_2089
